ID_HDC_G0,CTR_MN_NM,UC_NM_MN,GCPNT_LAT,GCPNT_LON,region,sub-region,intermediate-region
7882,India,Narayanpet [IND],16.74682073247934,77.49530201066253,Asia,Southern Asia,Southern Asia
7399,India,Athni [IND],16.72516774886277,75.06456262262702,Asia,Southern Asia,Southern Asia
8910,India,N/A[IND],16.720325648904115,81.90875483170343,Asia,Southern Asia,Southern Asia
8981,India,Yanam [IND],16.733240788314205,82.20984337000523,Asia,Southern Asia,Southern Asia
10228,Myanmar,Maubin [MMR],16.729690129887864,95.65235788181676,Asia,South-eastern Asia,South-eastern Asia
254,Mexico,San Cristobal De Las Casas [MEX],16.73319681715763,-92.64272261439413,Americas,Latin America and the Caribbean,Central America
5686,Yemen,Ad Dahl [YEM],16.723523256822265,44.889906221569426,Asia,Western Asia,Western Asia
7740,India,Shahapur [IND],16.703554856631015,76.83862428299726,Asia,Southern Asia,Southern Asia
10326,Myanmar,Zingyaik [MMR],16.69988428158439,97.4247954951518,Asia,South-eastern Asia,South-eastern Asia
249,Mexico,Tuxtla Gutierrez [MEX],16.753531850514566,-93.11889808870069,Americas,Latin America and the Caribbean,Central America
8854,India,Tanuku [IND],16.713805914324933,81.664348192799,Asia,Southern Asia,Southern Asia
10246,Myanmar,Twante [MMR],16.710602436222587,95.9324467964826,Asia,South-eastern Asia,South-eastern Asia
8729,India,Eluru [IND],16.70483622735253,81.10374400604042,Asia,Southern Asia,Southern Asia
10403,Myanmar,Yebu [MMR]; Mae Sot [THA],16.690634551872407,98.50260781231566,Asia,South-eastern Asia,South-eastern Asia
7218,India,Kolhapur [IND],16.691579599431325,74.2428502040242,Asia,Southern Asia,Southern Asia
7272,India,Ichalkaranji [IND],16.698282894953966,74.45477165707956,Asia,Southern Asia,Southern Asia
12832,Philippines,Santiago [PHL],16.6867399799646,121.5570995042175,Asia,South-eastern Asia,South-eastern Asia
8129,India,Kalwakurti [IND],16.665969441111397,78.49275535387537,Asia,Southern Asia,Southern Asia
1490,Senegal,Diatal [SEN]; Adabai [MRT],16.653637340790198,-14.958211575088828,Africa,Sub-Saharan Africa,Western Africa
4431,Sudan,Sandi [SDN],16.687345800271945,33.42576693193293,Africa,Northern Africa,Northern Africa
4687,Sudan,N/A[SDN],16.639935362504655,36.63404570816491,Africa,Northern Africa,Northern Africa
4689,Sudan,N/A[SDN],16.649526708037406,36.66249993843575,Africa,Northern Africa,Northern Africa
